Title,Authors and Journal,Year,Cited by,Paper URL
Will plants ameliorate or amplify drought risks under global warming?,"JS Mankin, R Seager, JE Smerdon, B Cook, P Williams",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:hsZV8lGYWTMC
Fall wetting in the southeastern US driven by higher-intensity frontal precipitation,"DA Bishop, AP Williams, R Seager",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:Br1UauaknNIC
Seasonal Evolutions of ENSO Teleconnections and Impacts on North America,"BT Jong, M Ting, R Seager",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:yxmsSjX2EkcC
Why has the subsurface Equatorial Pacific cooled in a warming world?,"DE Lee, R Seager, N Henderson, MA Cane, A Kaplan",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:-mN3Mh-tlDkC
Mechanism of future spring drying in the southwestern United States in CMIP5 models.,"TMF Ting MingFang, R Seager, LCH Li CuiHua, LHB Liu HaiBo, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:hNSvKAmkeYkC
Role of equatorial Pacific SST forecast error in the late winter California precipitation forecast for the 2015/16 El Niño.,"JBT Jong BorTing, TMF Ting MingFang, R Seager, N Henderson, ...",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:n3vGvpFsckwC
Climate Change at the Margin in East Africa,"B Lyon, A Giannini, R Seager, N Vigaud",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:ce2CqMG-AY4C
Sea Surface Temperature Biases in CMIP5 Coupled Models and Their Implications for Regional Climate Simulations and Projections,"B Lyon, A Giannini, R Seager, N Vigaud",2018.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:sszUF3NjhM4C
Parsing the contributions of ocean forcings and atmospheric variability to spatially widespread droughts in the contiguous United States,"JE Smerdon, SHH Baek, R Seager, B Cook",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:YsrPvlHIBpEC
Dynamics and Variability of the Spring Dry Season in the United States Southwest,"M Pascolini-Campbell, R Seager, B Cook, P Williams",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:zCSUwVk65WsC
Mechanisms of Robust Future Spring Drying in the Southwest US in CMIP5 Models,"M Ting, R Seager, C Li, H Liu",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:jgBuDB5drN8C
"Ecohydrological change and variability over western North America from the Last Glacial Maximum to the near term future: The known, the unknown and the known unknown","R Seager, JS Mankin, B Cook, J Scheff, JE Smerdon, S Coats, P Williams",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:ubry08Y2EpUC
Trans-Pacific ENSO teleconnections pose a correlated risk to global agriculture,"WB Anderson, R Seager, MA Cane, W Baethgen",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:1lhNe0rCu4AC
El-Niño Grande and the Great Famine (1876-78),"D Singh, R Seager, BI Cook, MA Cane, M Ting, ER Cook, M Davis",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:lgwcVrK6X84C
Role of Equatorial Pacific SST Anomalies in Precipitation over Western Americas,"BT Jong, M Ting, R Seager, N Henderson, D Lee",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:48xauSegjOkC
Assessing the causes of 20th century wetting in the eastern United States,"DA Bishop, P Williams, R Seager, AM Fiore, B Cook, JS Mankin, D Singh, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:CaZNVDsoPx4C
Climate model diversity in the Northern Hemisphere Polar vortex response to climate change.,"I Simpson, R Seager, P Hitchcock, N Cohen",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:buQ7SEKw-1sC
Parsing the contributions of ocean forcings and atmospheric variability to spatially widespread droughts in the contiguous United States,"SH Baek, JE Smerdon, R Seager, B Cook",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:wMgC3FpKEyYC
229 Role of sumoylation and desumoylation of mitochondrial fission proteins in myocardial ischaemia-reperfusion injury,"N Rawlings, L Lee, J Martin, R Seager, C Guo, K Wilkinson, A Halestrap, ...",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:Ic1VZgkJnDsC
Acknowledgement to Reviewers of Hydrology in 2016,Hydrology Editorial Office,2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:wKETBy42zhYC
Are glacials dry? Consequences for paleoclimatology and for greenhouse,"J Scheff, R Seager, H Liu, S Coats",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:6ZxmRoH8BuwC
Are glacials,"J Scheff, R Seager, S Coats, H Liu",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:QUX0mv85b1cC
Whither the 100th Meridian: The once and future physical geography of America's arid-humid divide,"M Ting, N Lis, R Seager, JR Feldman",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:P7Ujq4OLJYoC
"Are glacials"" dry""-and in what sense?","J Scheff, R Seager, S Coats, H Liu",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:F9fV5C73w3QC
The 100th Meridian Climate Divide & Its Present and Future Impact on the Human Geography of the American Great Plains,"JR Feldman, R Seager, M Ting, N Lis",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:a3BOlSfXSfwC
Transpiration-driven aridification of the American West in 21st-Century model projections,"JS Mankin, JE Smerdon, B Cook, P Williams, R Seager",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:yqoGN6RLRZoC
Variability and Trends in the Timing of the Spring Dry Season in the North American Southwest,"M Pascolini-Campbell, R Seager, BI Cook, P Williams",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:fFSKOagxvKUC
Why did the 2015/16 El Niño Fail to Bring Excessive Precipitation to California?,"BT Jong, M Ting, R Seager, DE Lee",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:3htObqc8RwsC
"El Niño's impact on California precipitation: seasonality, regionality, and El Niño intensity.","JBT Jong BorTing, TMF Ting MingFang, R Seager",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:ymY9cBF3mdcC
Global Meteorological Drought: A Synthesis of Current Understanding with a Focus on SST Drivers of Precipitation Deficits,"H Wang, M Barlow, EH Berbery, W Cai, MP Hoerling, KK Kanikicharla, ...",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:XUvXOeBm_78C
Contrasting responses of terrestrial eco-hydrologic quantities to climate change,"J Scheff, R Seager, S Coats, H Liu",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:a9-T7VOCCH8C
The predicted circulation response to global warming and implications for regional hydroclimate.,"I Simpson, R Seager, M Ting, T Shaw",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:HtEfBTGE9r8C
Extreme Weather and Climate: Workshop Report,"A Sobel, S Camargo, W Debucquoy, G Deodatis, M Gerrard, T Hall, ...",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:4hFrxpcac9AC
A Lagrangian Analysis of Heat Uptake in the Tropical and Subtropical Atlantic During the Global Warming Hiatus,"N Ramesh, R Seager, MA Cane, R Abernathey",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:yMeIxYmEMEAC
The rainfall annual cycle bias over East Africa in CMIP5 coupled climate models.,"YWC Yang WenChang, R Seager, MA Cane, B Lyon",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:pYKElYtJMmwC
Physical Mechanisms of the California Drought,R Seager,2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:hSRAE-fF4OAC
Full Access On the Role of Tropical Ocean Forcing of the Persistent North American West Coast Ridge of Winter 2013/14a,"R Seager, N Henderson",2016.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=ov7jSQwAAAAJ&cstart=300&pagesize=100&citation_for_view=ov7jSQwAAAAJ:Xl6nMSl579sC
Reanalyzing the complement coercion effect through a generalized lexical semantics for aspectual verbs,"MM Piñango, A Deo",2016.0,62.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&citation_for_view=Q_-nFoQAAAAJ:Zph67rFs4hoC
Metonymy as referential dependency: psycholinguistic and neurolinguistic arguments for a unified linguistic treatment,"MM Piñango, M Zhang, E Foster‐Hanson, M Negishi, C Lacadie, ...",2017.0,31.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:e5wmG9Sq2KIC
Complement coercion as the processing of aspectual verbs: evidence from self-paced reading and fMRI,"YY Lai, C Lacadie, T Constable, A Deo, MM Piñango",2017.0,28.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:aqlVkmm33-oC
Copula distinction and constrained variability of copula use in Iberian and Mexican Spanish,"S Sánchez-Alonso, A Deo, MM Piñango",2017.0,19.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:iH-uZ7U-co4C
Real-time roots of meaning change: Electrophysiology reveals the contextual-modulation processing basis of synchronic variation in the location-possession domain.,"M Zhang, MM Piñango, A Deo",2018.0,15.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:dfsIfKJdRG4C
Alternative circumstances of evaluation and the ser/estar distinction in Spanish,"A Deo, S Sanchez-Alonso, M Pinango",2017.0,11.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:pqnbT2bcN3wC
"The Progressive-to-Imperfective shift. Contextually determined variation in Rioplatense, Iberian, and Mexican Altiplano Spanish","M Fuchs, A Deo, MM Piñango",2020.0,10.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:rO6llkc54NcC
The localization of long-distance dependency components: Integrating the focal-lesion and neuroimaging record,"MM Piñango, E Finn, C Lacadie, RT Constable",2016.0,10.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:4JMBOYKVnBMC
Searching for specific sentence meaning in context: the conceptual relation between participants,"YY Lai, MM Piñango",2019.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:EUQCXRtRnyEC
Operationalizing the Role of Context in Language Variation: The Role of Perspective Alignment in the Spanish Imperfective Domain,"M Fuchs, MM Piñango, A Deo",2021.0,5.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:3s1wT3WcHBgC
Subject animacy and underspecified meaning: The conceptual and cortical underpinnings,"YY Lai, C Lacadie, A Deo, MM Piñango",2020.0,5.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:P5F9QuxV20EC
Comprehension of underspecified iterative meaning in Japanese,"YY Lai, M Makuuchi, MM Piñango, S Hiromu",2019.0,5.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:D03iK_w7-QYC
Explaining the forces underpinning grammaticalization paths: The progressive-to-imperfective shift in three varieties of Spanish,"M Fuchs, MM Piñango",2019.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:fPk4N6BV_jEC
Concept composition during language processing: Two case studies and a model,MM Piñango,2019.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:SP6oXDckpogC
Word-meaning variation in English have-sentences: The impact of cognitive versus social factors on individuals' linguistic context-sensitivity,"M Zhang, MM Piñango, A Deo",2022.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:u9iWguZQMMsC
Variability in ser/estar use across five Spanish dialects: An experimental investigation,"S Sánchez-Alonso, M Piñango, A Deo",2019.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:f2IySw72cVMC
Comprehending underspecified meaning: resolving ambiguity by contextual and conceptual search,"YY Lai, MM Piñango",2017.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:isC4tDSrTZIC
The structured individual hypothesis for processing aspectual verbs,"YY Lai, C Lacadie, T Constable, A Deo, MM Pinango",2016.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:2P1L_qKh6hAC
The Structure of The Lexical Item and Sentence Meaning Composition,MM Piñango,2022.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:p2g8aNsByqUC
Language variation and change through an experimental lens: Contextual modulation in the use of the Progressive in three Spanish dialects,"M Fuchs, MM Pinango, W Chappell, B Drinka",2021.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:UxriW0iASnsC
Context and semantic composition of multiple dimension representations in real-time comprehension,"YY Lai, D Braze, M Pinango",2017.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:k_IJM867U9cC
Contextual dependency and overuse of estar in the acquisition of Spanish copula verbs,"F Aveledo, S Sanchez-Alonso, MM Piñango",2022.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:XiSMed-E-HIC
Composition of multiple dimension representations in context during real-time comprehension,"YY Lai, D Braze, MM Piñango",2017.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:TFP_iSt0sucC
Event-in-Progress and Habitual readings across three Spanish dialects,"M Fuchs, MM Piñango",2020.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:nb7KW1ujOQ8C
Linguistic and individual factors in meaning comprehension,"YY Lai, M Makuuchi, MM Piñango, H Sakai",2019.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:_xSYboBqXhAC
A model of semantic linguistic composition under conditions of morphosyntactic underspecification: the case of eventive iteration construal,"MM Pinango, YY Lai",2017.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Q_-nFoQAAAAJ&cstart=20&pagesize=80&citation_for_view=Q_-nFoQAAAAJ:dshw04ExmUIC
Archaeological assessment reveals Earth’s early transformation through land use,"L Stephens, D Fuller, N Boivin, T Rick, N Gauthier, A Kay, B Marwick, ...",2019.0,430.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&citation_for_view=AlmIBhAAAAAJ:d4Uf0zfqV5IC
The Pacific Rat Race to Easter Island: Tracking the Prehistoric Dispersal of Rattus exulans Using Ancient Mitochondrial Genomes,"K West, C Collins, O Kardailsky, J Kahn, TL Hunt, DV Burley, ...",2017.0,29.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&citation_for_view=AlmIBhAAAAAJ:b9WrW9Envh0C
"Ancient woodlands of Polynesia: a pilot anthracological study on Maupiti Island, French Polynesia","E Dotte-Sarout, JG Kahn",2017.0,28.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&citation_for_view=AlmIBhAAAAAJ:Dh4RK7yvr34C
"Polynesian colonization and landscape changes on Mo’orea, French Polynesia: The Lake Temae pollen record","J Stevenson, A Benson, JS Athens, J Kahn, PV Kirch",2017.0,27.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&citation_for_view=AlmIBhAAAAAJ:bczYY1dZPtQC
Refining the Society Islands cultural sequence: colonisation phase and developmental phase coastal occupation on Mo'orea Island,"JG Kahn, Y Sinoto",2017.0,18.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:PN3Jufe71OMC
Household archaeology in Polynesia: Historical context and new directions,JG Kahn,2016.0,18.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:qUcmZB5y_30C
The functionality of feasting at late prehistoric residential and ceremonial sites in the Society Islands,JG Kahn,2016.0,10.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:69viAa4lnfgC
"Nonmarine Mollusks from Archaeological Sites on Mo ‘orea, Society Islands, French Polynesia, with Descriptions of Four New Species of Recently Extinct Land Snails (Gastropoda …","CC Christensen, JG Kahn, PV Kirch",2018.0,9.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:dQJM2trw0wsC
"Understanding variability in the hinterlands: settlement and subsistence in Miloli‘i, Kaua‘i, Hawaiian Islands","JG Kahn, K Kawelu, V Wichman, AB Carpenter, S Moore, T Hunt",2016.0,8.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:hFOr9nPyWt4C
Holistic houses and a sense of place: Contextualizing the Bishop Museum Hale Pili exhibit through archaeological analyses,JG Kahn,2016.0,7.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:Xc8JtHQmRf8C
"Digging Deep: Place-Based Variation in Late Pre-Contact Mā ‘ohi Agricultural Systems, Society Islands","JG Kahn, D Lepofsky",2022.0,6.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:cAX_JoMERPUC
Settlement patterns and networks: Secondary centres and elite ritual-political power in the Society Islands chiefdoms,JG Kahn,2020.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:hEp1lTclR2YC
"Paired geochemical and technological analyses of basalt adze debitage at the Hālawa Dune Site, Molokaʻi Island, Hawaiʻi","P Mills, P Lima, L Brandt, J Kahn, P Kirch, S Lundblad",2018.0,4.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:YDt8mvgFZ2cC
"Provenance, production, and distribution of basalt and volcanic glass artifacts in Leeward Kohala, Hawaiʻi Island","PR Mills, SP Lundblad, C Cauley, DS Coleman, JS Field, AL Hafner, ...",2022.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:Qovp55VTycgC
Materializations of variable power strategies and inequalities in Polynesia,"S Quintus, J Kahn",2022.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:UO6ax3c-pNsC
The Māʻohi Hinterlands: Regional Variability and Multi-scalar Socio-economic Networks in the Pre-Contact Society Islands,JG Kahn,2020.0,3.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:TniZHWc1JwoC
Monumental Architecture in Precontact Polynesia,JG Kahn,2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:yCEqH1SBpFUC
Rethinking hinterlands in Polynesia,"N Belluzzo, S Moore, J Kahn",2020.0,2.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:6TexfgwXQfYC
"The ScMo‐350 site, Haumi, Moʻorea (Society Islands): Preliminary analysis of coastal occupation spanning the colonization phase to classic phase",JG Kahn,2022.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:PpfTWA6RG0gC
Social and Ecological Factors Affect Long-Term Resilience of Voyaging Canoes in Pre-contact Eastern Polynesia: A Multiproxy Approach From the ArchaeoEcology Project,"JG Kahn, A Buffington, C Escue, SA Crabtree",2022.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:Rj7SuZOA3CsC
5 Houses of power,JG Kahn,2021.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:VglVhKISWcQC
Supplementary material for society island human-centered Canoe-web database,"JG Kahn, C Escue",2021.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:KR6TXPE-FHQC
"Coastal and Inland Settlement on Ra ‘iātea (Society Islands) during the Development/Expansion, Classic, and Post-Contact Phases",JG Kahn,2018.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:SEmTV4UfSqwC
"Approaching Monumentality in Archaeology by James F. Osborne, ed. Albany: State University of New York Press, 2014. 474 pp.",J Kahn,2016.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:7PzlFSSx8tAC
"Settlement Chronologies and Shifting Resource Exploitation in Ka'ū District, Hawaiian Islands","JG Kahn, SP Lundblad, PR Mills, Y Chan, K Longenecker, Y Sinoto",2016.0,1.0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:OLNndOjO69MC
"Tropical Agriculture, Past and Present: Cross-Cutting Approaches to Global Challenges","L Dussol, S Rostain",2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:07QC26MHY14C
"The ScMo-350 site, Haumi, MoModified Letter Turned Commaorea (Society Islands): Preliminary analysis of coastal occupation spanning the colonization phase to classic phase",JG Kahn,2022.0,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=AlmIBhAAAAAJ&cstart=20&pagesize=80&citation_for_view=AlmIBhAAAAAJ:KUazKHuGu6AC
